ModelName,CPUUsage,RAMUsage,Temperature,Voltage,DiskUsage,FanSpeed,ProblemDetected
Dell Pavilion 6429,27.285984739483126,18.188481543087832,89.30407490371763,15.162263291863297,67.75242511990425,2089,Power Issue
Dell Satellite 3751,8.39223590320952,24.593670836019456,28.166502668511555,17.485395476386955,36.35440340893308,3167,No Problem
Dell Galaxy 2388,66.49447720744325,67.1924503245581,43.73185773681399,12.704746261161619,29.8235205005319,3334,No Problem
Dell MacBook 8131,76.49097825310271,72.45348592044976,32.36211694920473,19.875464700451626,38.15127680342354,1841,Overheating
Dell Vaio 9522,49.43629105445354,27.32522421013128,60.346387848087524,19.125155547165456,55.12256661572794,1119,Memory Leak
Dell ZenBook 3573,49.342864567852644,91.3923385243099,97.67487710782979,14.342295848970933,91.81189258422395,2414,No Problem
Dell MacBook 8610,36.096504362562484,46.192037744602366,99.54687153523236,12.449603236515069,8.591233541739873,2356,Power Issue
Dell Surface 6749,54.335164870751385,27.541403063468508,32.88451834191852,18.858476485633688,3.1855064908848485,3511,Disk Failure
Dell Satellite 5155,14.175726100759123,86.5759974008351,27.81374765174686,19.900086004800322,88.14194103027299,1046,Memory Leak
Dell Aspire 3540,73.68570164527192,24.966604622146438,97.45238164139231,11.970161181564778,21.60108791771386,3974,Power Issue
Dell Galaxy 1925,81.81856078521064,65.37643254013886,74.15581575964018,17.52628015837653,85.46589267189569,3084,No Problem
Dell MacBook 1712,69.65376207479898,62.37467191740929,92.54308633828515,19.028721426317297,33.610951267573064,3241,Disk Failure
Dell Galaxy 6752,89.8935688313804,21.01796389380508,61.61743030412084,18.53292852115586,2.576520435730756,2823,Overheating
Dell Inspiron 2713,11.984500831756916,39.80137381882363,54.150741371403406,10.799402329646439,9.56689985648962,4278,Overheating
Dell Galaxy 4592,2.1780730443860086,58.912980521917255,47.23690057947006,19.840455786445197,60.9799738525719,1944,No Problem
Dell Surface 6517,87.34719206071,26.72152164180146,87.13480112683735,16.355833758923286,69.81533895354139,2661,Overheating
Dell MacBook 3520,30.84516439867947,20.601338128112324,24.749214121934973,10.672221552192337,36.56137999355654,3696,Power Issue
Dell Galaxy 5564,8.82531547224562,66.70318692089799,35.435535901559916,13.899262452517712,73.5621672520658,2609,Disk Failure
Dell Satellite 1457,19.999180099253234,65.01339788074523,39.82923462758027,19.579954748266424,4.917986012047814,1238,Power Issue
Dell Pavilion 5024,10.873725455470506,53.573721604283996,20.460706768547496,17.14728462484752,67.35868911737637,3649,Overheating
Dell Surface 9408,67.73598624119909,74.27781862010822,95.50399074851809,11.758516516746242,51.846683114341594,3597,Overheating
Dell ZenBook 4427,19.818962973569555,29.202856843198976,72.87359361886041,16.154419557521344,88.66951410673964,2577,Memory Leak
Dell Surface 4476,62.43328868950927,3.151750978694723,33.43490988366442,10.831610883181193,14.935882153073553,2980,Disk Failure
Dell ThinkPad 6266,76.93312140986603,50.018233431177485,54.4342446712227,12.376087962866027,90.17599047875827,1388,Power Issue
Dell Surface 2123,65.94140849498685,85.77162379370596,40.384895144568276,15.562668518460097,25.890809818459427,4634,No Problem
Dell Pavilion 6962,57.661035607709884,26.974691335509437,74.19999098255094,11.827381283450764,34.18912083573334,2459,Power Issue
Dell Galaxy 3207,43.668959345069766,46.37779890416988,88.06230106084614,11.367955606056931,87.21244256911528,3887,No Problem
Dell Aspire 7955,27.90738804577444,38.65546273717294,91.17666087012636,12.58738463061914,91.34315203574019,2086,No Problem
Dell Vaio 7397,21.713844420640193,90.96144995104719,65.24873317777056,16.665131811779894,24.579986266934593,1673,Overheating
Dell Pavilion 3623,25.911714245915352,78.79712319405523,75.73535551323212,17.82527261334844,36.290181823952,1138,Disk Failure
Dell Vaio 6449,99.85475965819961,83.95838085377324,75.71559547275756,18.557861153590817,12.2265009810943,2221,Memory Leak
Dell Aspire 4290,15.848739952950396,19.143618252382833,41.69629998658402,15.920095002724063,94.706353514579,1027,Disk Failure
Dell Vaio 6367,22.113003228936723,82.3730282393388,61.24608256328023,15.880256309197406,24.561086198646553,1998,Memory Leak
Dell ZenBook 3243,75.20060369712718,8.554154529807578,71.74529346232102,16.093683051796397,61.679128696349885,2271,No Problem
Dell Pavilion 3292,83.82237999797852,59.42722621248553,20.532908517828012,17.964684682897726,53.76950518839587,2440,Overheating
Dell MacBook 1842,70.77260455114899,9.033971673470354,87.11689858599397,15.568275938562824,28.005823708680254,4672,Overheating
Dell MacBook 4558,71.42392827683115,40.77880666834719,80.11833765145474,16.50212765514049,86.57057933004883,3330,Power Issue
Dell Galaxy 4976,36.2380218342117,2.298332195826891,29.176320055850844,19.94402801392373,14.249989133309015,1408,Power Issue
Dell Galaxy 8530,2.4525852951374327,82.71612061092456,77.34207233964985,10.919893784780147,25.2413206157312,4327,No Problem
Dell Pavilion 6700,50.87938239113423,14.620717120148086,26.10447509575411,18.409392491194325,10.005095597790204,3313,No Problem
Dell Pavilion 2286,37.143239384306106,95.4245162159721,65.63014744055103,18.64519017820284,87.28430959805617,2599,Memory Leak
Dell Inspiron 8663,52.63782351005418,87.13200654013804,63.48827752697177,18.929510070800923,55.646888134959184,3534,Overheating
Dell MacBook 3879,10.056535119173093,8.962580852287626,26.596200267971284,13.064932644634164,45.381531996019184,3923,Memory Leak
Dell Inspiron 7295,30.533396492591393,7.9982977901526535,79.86583261210282,16.325715787328257,98.76774307721212,2575,Disk Failure
Dell Galaxy 3681,18.359846009154545,30.581606757283396,34.01404521544548,16.10794710466952,67.71950493205287,2645,Disk Failure
Dell MacBook 3052,2.308553240667144,61.28885994343312,54.19430365822784,16.610739231915677,22.664147198534813,3379,Disk Failure
Dell ThinkPad 8017,63.46192984509291,73.35650944306781,88.75855028533043,15.512848884319922,11.60991979909014,1267,Disk Failure
Dell ZenBook 7993,11.407480635349154,27.302189422544387,41.356452742917334,17.485554213081773,36.05605946977789,3435,Memory Leak
Dell MacBook 1368,3.6011851856243227,68.36137572995852,29.759548430579077,12.577457618846278,0.35615706383660406,3480,No Problem
Dell Aspire 9199,56.848436371804866,38.537213002827876,87.3617388947474,12.850176026006185,19.676374894233696,4263,No Problem
Dell Pavilion 3011,73.68595831576283,43.766140107167985,37.015534016856336,15.375151446413103,2.237429903170751,3533,Memory Leak
Dell Inspiron 4897,16.920088449545712,92.44643387350018,72.50178564419954,15.851490092109163,48.04759074334357,3690,Overheating
Dell Aspire 5986,11.480001040151633,79.72074831800616,79.74562204220717,18.14840398631736,20.365833396958312,2347,No Problem
Dell Surface 4428,3.5486082475290615,41.627787531465344,61.44023441463682,14.646268602337075,88.95523364637727,2826,Power Issue
Dell ThinkPad 6682,49.07593867548164,10.645385035720956,94.34220990473773,18.910028859949072,33.51853121151831,2743,Power Issue
Dell Pavilion 7185,2.833288630740749,55.87271235010148,42.23759129212009,18.051943623081648,63.826842602295876,1186,Memory Leak
Dell Galaxy 7733,83.56413254868681,37.90144514260739,91.62301395441294,13.830030973331823,19.70319058776645,4573,Overheating
Dell Aspire 9114,94.17527614765547,93.25321612775487,99.24733356018095,16.06005353775398,75.7725532074488,3230,Memory Leak
Dell Vaio 4607,17.270075440334388,36.60083147320764,49.687123023053054,15.315362509061066,11.526156305699619,2075,Power Issue
Dell Vaio 1126,78.45849503566292,9.591084932121918,31.121872590361875,11.786072601336407,86.30657061758266,2066,No Problem
Dell Galaxy 8802,64.69696936344162,67.8386889258668,31.396634775107522,11.079387774213385,78.779746430575,2297,Disk Failure
Dell ThinkPad 4597,0.8383096597936901,42.14222915004525,39.164141454693265,16.307946648299406,8.644473010622278,2484,Overheating
Dell Galaxy 2334,8.562977189248667,6.726481313116583,87.06836936934494,13.186207872140336,81.91793440362052,2318,Disk Failure
Dell Surface 9466,74.12995770764097,20.880799396140283,66.02196024415028,19.20425902999071,27.268130726237782,3039,No Problem
Dell Aspire 9121,15.764394120050905,38.72569753881289,82.97204070339275,11.053034652426938,37.50008373122119,2027,No Problem
Dell Aspire 6707,69.41506887056903,11.118570398440896,52.40892729909142,19.952333449590938,33.527680707710836,3532,Disk Failure
Dell Vaio 9185,66.23900610884047,75.735860274562,80.93940263173286,18.008133990295576,1.413287213599912,1748,Power Issue
Dell ZenBook 1760,74.87455927523563,2.187422396952432,52.134747906209526,13.339664960024816,89.9433213364489,2033,Overheating
Dell Surface 9783,6.142829248887905,52.96282972052311,26.892016757178048,12.988128982714755,2.8813211751394174,1746,Memory Leak
Dell Galaxy 7197,59.9182876131169,77.56882720619956,72.52151229530446,12.765890444666717,78.11571991954298,2361,Disk Failure
Dell Inspiron 1676,89.01561356723151,28.885898266553045,62.71634282948159,10.344282929415913,93.14147917687868,2150,No Problem
Dell Vaio 4060,21.629822786968546,40.722243546921675,26.28756290206354,14.567821837157329,81.66263202763147,4742,Memory Leak
Dell Pavilion 6893,7.628661823926297,43.78326199366405,49.91995800219365,12.846281567197032,52.91834569308354,4640,Overheating
Dell Surface 4346,19.288031824547435,42.80556235335568,30.801667810488638,13.10190051620916,67.22996171418058,3687,Disk Failure
Dell Aspire 8602,29.1137861512474,31.24393599881493,31.469427541771495,10.300786206524501,29.83621021092546,2912,Disk Failure
Dell Aspire 5836,47.90698363557529,46.58248935984835,82.93589695473369,16.113770308320916,61.70727564073917,4208,Power Issue
Dell ZenBook 6107,60.463822481548654,26.32071125221307,74.73372744361441,11.51590053628315,89.57201977408786,1901,Overheating
Dell ThinkPad 4092,90.76964171643903,67.29230007871267,32.063309279442045,13.160414300956152,86.49968303879699,4949,Disk Failure
Dell Vaio 2613,33.63502536138381,57.19897656480069,66.89635431194168,10.63771381891425,24.221582607367097,3362,Memory Leak
Dell Inspiron 4409,62.600765309661334,70.58367070940487,62.87650839570191,19.310864722411043,97.93724107870923,1465,No Problem
Dell Galaxy 5094,56.58839205883635,10.549663213927484,59.76974838098698,17.839161960279338,80.5284515891762,2071,Disk Failure
Dell Galaxy 1365,40.85525000948659,60.58055885625454,65.59044924424265,19.335148222476864,54.15259817047281,3857,Power Issue
Dell ZenBook 1407,92.8983843606206,42.91645838103979,78.93454082535972,17.491762309577883,1.2898267369235827,4745,No Problem
Dell Inspiron 6153,74.85626769602382,0.002407139394844382,67.46704800152254,13.79652037069938,70.620293599411,3706,Power Issue
Dell Surface 5357,95.39699887047662,86.01320426738698,61.59174913092446,17.380597291997674,5.075317577927551,4392,Overheating
Dell Inspiron 7534,12.107553628663691,50.59094853373374,52.6575488824183,15.645903185264078,37.36523011438467,3427,Power Issue
Dell MacBook 4990,1.5574010909579772,90.50169310746129,65.26942968632011,14.143958342102653,44.58460396898113,3517,Power Issue
Dell Inspiron 8367,34.06010255222576,73.52451382103217,39.58781271111234,12.790959192053132,3.769223278611833,3552,Power Issue
Dell Satellite 7846,19.22285282831474,62.12821887205099,52.66108705122293,13.612894179196148,19.552753813905067,1545,Overheating
Dell Aspire 2724,62.85202380274042,46.13812032979017,46.5654726302986,17.17113166555628,32.36480429084321,4746,Overheating
Dell ThinkPad 9097,53.80243644523167,96.79555370439554,37.13439424208715,16.98476002106277,17.974191758685652,2227,Disk Failure
Dell ZenBook 4675,63.88618239074798,61.527188697636625,42.111033770690796,16.065498876292704,57.312598247485504,3602,No Problem
Dell Surface 7990,17.651796006102128,52.266763941447394,30.067388820844158,11.59162061585687,66.84952962652541,3884,Disk Failure
Dell ZenBook 9893,97.64297880987301,72.06328709532855,81.37421047803602,18.96587063898298,68.24305945323793,2925,Overheating
Dell Aspire 8122,61.53522840518758,79.67252139028663,72.94204405276497,13.303901832442506,70.58490679173514,4489,No Problem
Dell MacBook 3242,64.12644337230846,67.75180251612503,60.33100134848108,12.869675162036186,75.6892581529924,1877,Power Issue
Dell Satellite 6177,14.042073262075515,7.895487191956752,81.01259428028294,18.03569644278299,88.57768821721808,1932,Memory Leak
Dell MacBook 3829,64.32348511387454,45.10447475639807,25.9878833781438,17.725329404333717,87.66341497624745,2021,Power Issue
Dell Pavilion 7595,60.169874852927876,46.86806518600955,91.84392467261628,12.151071060009194,78.33563561377638,1021,No Problem
Dell Galaxy 8516,77.41986387066811,92.50553268471123,77.41148768140643,15.811648460209248,99.16053217436712,3668,No Problem
Dell Surface 1644,48.646083999274595,66.70271185540223,73.09193917724889,10.703984418415361,58.31719058027611,3061,Memory Leak
Dell ThinkPad 7134,82.94767951379718,39.1340436651313,58.444865572799884,10.86743399593069,49.83875179691499,3697,No Problem
Dell Pavilion 1638,40.30785101652681,45.2454736345278,59.9582006545916,15.566197662299746,88.2502924989124,3373,Power Issue
Dell ThinkPad 3394,50.9813520254086,61.351140048905904,56.84997932784477,12.441428812235355,26.284063037617933,1655,Power Issue
Dell Inspiron 3112,51.465266482432796,29.549073835752026,22.7271523209974,15.915683079481198,15.655486752063874,2292,Disk Failure
Dell ThinkPad 2987,52.67461840041889,32.79721233869648,24.718860236380618,10.562562407073642,22.26459420988638,1221,Power Issue
Dell Inspiron 1213,19.204514401306184,35.921132154043974,86.39780380155064,19.447232139917794,22.705022925095264,1217,Disk Failure
Dell Inspiron 1668,97.89111404432839,0.06574856989599587,92.3075357949668,13.417732298435798,6.423407658807112,2202,Power Issue
Dell Galaxy 2657,36.74374670673009,5.703959403307202,83.36515845081976,11.757821224351295,23.37692316625406,1387,Disk Failure
Dell Aspire 5331,49.763706374437234,65.29462742952285,79.69404904481914,12.146326420570777,26.799158617475193,4926,Power Issue
Dell MacBook 2215,24.182403244619778,82.46586186528481,40.28862746006126,14.653576519598083,61.5943795043839,4930,Power Issue
Dell ZenBook 1468,54.23687407584822,57.58745538683522,62.01048475072759,15.563305788513306,63.89221664275748,4306,Power Issue
Dell Inspiron 5199,9.199172093131436,46.344851360741515,48.202081446285476,13.734999578446189,27.57068333565983,1471,Memory Leak
Dell Vaio 6225,83.16617508419945,32.419194257594285,88.65385343684103,12.09537883918552,86.67978989895376,2153,Power Issue
Dell ZenBook 5039,71.43863592613361,65.27118070411265,45.63443604340958,19.6765950664009,54.096905401947815,4159,Disk Failure
Dell ThinkPad 8128,11.005039859546152,48.195474891213706,73.62089553727584,16.153053798920446,86.06730055118152,2611,Power Issue
Dell MacBook 9898,49.54879626974129,92.90055883821552,93.53610784628566,17.197785640680507,22.803510077984534,3394,Overheating
Dell Vaio 1316,79.62190147828233,73.47449048442073,36.08829223872691,18.288332513660805,31.56207606022583,3867,Disk Failure
Dell Satellite 6409,15.947006964882304,50.28383930814931,21.96036932706314,12.162281950676704,54.071304106681,1004,Power Issue
Dell Vaio 6001,33.12469668881229,75.55838002522466,56.04662649755639,18.28758230151724,55.55876067604101,4847,Overheating
Dell ZenBook 9277,59.54443372444349,27.471660199914883,90.14825841658117,19.309666356942216,20.164539511155354,1789,Memory Leak
Dell Pavilion 1002,78.53045317361872,0.8510107625616659,34.77862768554828,18.999248365210452,47.426951908383174,3012,Overheating
Dell Vaio 6759,72.81112786198402,2.311504525633956,70.2798431124242,16.037371691824955,9.058210495306119,1197,Disk Failure
Dell Satellite 8922,22.179798826233533,26.269440271220223,53.84469952863695,14.114287038497826,39.41238251312122,4184,Overheating
Dell Aspire 6332,92.65386548479503,47.51210867465492,73.01899754757468,10.405032675023673,20.309880942333947,3451,No Problem
Dell ThinkPad 6432,99.88597496502132,55.45478925799118,72.72622244870789,18.883023439897606,53.10832959230197,4243,Overheating
Dell Pavilion 3136,51.32375320751075,17.688515249929726,27.133990935201496,17.22024677621925,55.801332741161644,4439,Power Issue
Dell ZenBook 5382,45.03749762685264,28.279915698462965,59.314232425463025,15.680304782294236,74.50652433013852,2449,Memory Leak
Dell Aspire 9024,21.41024118501441,28.68227248342895,27.264446146851995,13.095744940111592,93.23648276485333,2445,Disk Failure
Dell Inspiron 7736,60.37869329653894,36.546782620686336,57.73776599488811,18.743314726547958,16.694394689344772,2561,No Problem
Dell Inspiron 8487,42.83819400666007,11.226041560155952,51.33830264748302,14.728438006562499,76.68170645366963,3847,Overheating
Dell Surface 7957,69.41276298023953,83.66655560746288,78.0347884049111,15.899113314703307,7.685693585515385,3402,No Problem
Dell Galaxy 4972,68.96352117288492,68.46530737613075,89.73783712534993,10.886708300707912,57.11724409893836,1102,Overheating
Dell Aspire 2935,17.089644515698332,99.90446784547973,70.1497748519167,14.884340034994839,64.75109245628403,1069,Disk Failure
Dell Surface 8025,25.650832955031454,12.123714407967324,24.84425636443696,15.143454079625526,43.18742146480103,4883,Disk Failure
Dell Inspiron 7139,61.762826939520224,53.91144937505656,99.19262628281808,10.180726863557384,79.17687954281357,2825,Overheating
Dell Vaio 1035,94.69475726332364,39.67127259556552,47.0987245798246,11.68745707800675,70.74895425942759,2453,No Problem
Dell Satellite 8879,63.81786446484898,87.47754305045574,67.14867095152249,17.103217473655132,19.242584289821007,4674,Overheating
Dell ZenBook 1500,23.40052055197408,4.113119412573507,85.85133199199747,13.335434940903859,27.989724420115504,4523,Memory Leak
Dell MacBook 5615,21.195160390295953,82.39069223947821,77.65621256659455,14.77224409055437,11.397015488411622,2150,Disk Failure
Dell ThinkPad 8912,65.67928975415518,22.744346567447458,69.22726631263424,16.65304428488564,72.39856251027939,1801,Overheating
Dell ThinkPad 4029,48.64205937918287,27.970633708447636,81.5515673159286,14.807381736514435,73.14617142365654,3551,Power Issue
Dell Surface 7147,94.58799192032359,54.13194713836232,42.02408264030298,18.117734290123153,59.75951839389809,1424,Disk Failure
Dell ThinkPad 5341,99.73582235090589,62.45000601661291,37.742396117302775,14.766044690844682,96.16511100232348,2097,No Problem
Dell Satellite 5718,72.83281263551574,78.03915856818159,96.77222479937444,17.82840564260917,30.09405295903744,1321,Memory Leak
Dell Vaio 8049,52.523209448794496,5.652516080441039,44.41171016310258,13.427082611371391,38.04903982281701,1513,Power Issue
Dell ZenBook 3528,69.99526335436825,44.195902077980065,91.82040126230618,17.66885586186317,4.413237435137896,3755,Disk Failure
Dell Surface 8134,19.747487045918277,53.544051203025234,87.30167243720422,18.518372296606266,46.329592324578094,2199,Memory Leak
Dell MacBook 1026,86.36769899569823,98.32028073123116,89.43439635414484,18.054460052441907,85.51283560987932,3848,Disk Failure
Dell Satellite 9997,61.611500548054074,71.64965793623695,76.87837150653047,17.624406750789195,32.5481723447265,1418,Power Issue
Dell Galaxy 5885,46.48565780899352,21.60736304243106,38.64752022484992,10.184382317701237,25.578963298226356,4783,Memory Leak
Dell Galaxy 7435,58.98426914262438,30.24379246280786,62.829948975912444,10.090282877379721,72.17516132379275,4208,Memory Leak
Dell Galaxy 1958,27.667002753541503,31.46265689176062,59.86934215348604,12.959950523424448,84.51274945632358,3991,No Problem
Dell Inspiron 1305,43.29205947748925,8.917497535229312,43.87855396452825,14.66690837101416,79.45713654730898,2490,Overheating
Dell MacBook 5213,93.14399814373978,38.6774025824257,74.55269460389118,13.346803885911854,43.503461780581574,3372,Disk Failure
Dell Satellite 7876,48.47547554305846,39.66401481148553,36.727818410029506,15.358280975585217,91.73705829306995,4426,Memory Leak
Dell Aspire 4051,0.8057903163261826,70.72606763996123,91.40659271946022,12.90855660102702,1.9657047037994868,4366,Power Issue
Dell Satellite 4760,66.25631074381006,72.35269275863536,29.109260637217915,16.769589983032972,2.824659821354658,2732,Disk Failure
Dell ThinkPad 7885,57.00620070206934,4.0450433459726876,59.68177202985832,13.842655304307932,62.69694162637157,3111,No Problem
Dell Satellite 9043,40.05099816077969,60.41222291091142,66.78409848410699,17.818827506484837,39.09435918901429,2170,No Problem
Dell MacBook 6033,80.1456916038244,40.48997272450555,37.32610940071848,15.752766143191568,46.5563385558166,1388,Memory Leak
Dell Surface 8104,67.6938848782021,82.7137897956544,67.2139694900204,19.293524839991456,80.3047738480039,3159,Power Issue
Dell Aspire 3724,55.938628956120475,9.948678752757957,77.64504306586593,14.317481124965152,59.81731471773107,4592,No Problem
Dell Vaio 2529,43.04418715979605,11.121615947011387,40.91632816427808,13.135878810058124,65.09548485580832,1276,No Problem
Dell ThinkPad 6670,99.07161928784511,74.59283133480166,43.805047174288234,11.588734220636649,89.90389984903679,2638,Disk Failure
Dell Surface 8866,75.55269303930527,97.31092240821356,42.956653329395365,12.334835749755689,2.5443797420730774,4106,Memory Leak
Dell Surface 9529,13.663074830141397,68.66261345076265,44.00287163884762,17.953561329686522,0.2806813216407078,3145,Memory Leak
Dell Galaxy 7088,76.12211464131516,80.27822669058747,81.52471563316425,12.240411105695408,65.63792421658296,1163,Overheating
Dell Satellite 6100,32.778415297566475,76.47156965661142,94.96075285745592,15.323113157760519,10.696397088104547,2581,No Problem
Dell Galaxy 8717,36.9832031868784,30.281423597540837,90.94429222031478,11.914377148787274,79.49361116840386,4742,Power Issue
Dell Aspire 4144,29.814146151446497,50.994639455129466,84.78615287944311,10.166387776506799,67.93304633419015,1680,No Problem
HP Satellite 3050,28.232594222468332,42.54160215375793,37.785237230446356,10.880775952938688,86.69989404608953,2077,Disk Failure
HP Inspiron 6355,28.561034314657174,69.7555907615305,98.14293848272796,18.21552242408259,62.70882980857445,2211,Power Issue
HP Satellite 5218,9.073285895100947,42.04531147192673,90.21381288850915,10.573488480039495,24.376281251502107,2474,Memory Leak
HP Satellite 8595,12.677264810958578,61.425964662955124,32.05624897080003,17.17588977177578,8.885650169056468,2848,Power Issue
HP MacBook 2784,43.02773760680477,19.69673144484625,35.903815818953646,18.416721606523208,50.28793191590651,2286,Disk Failure
HP MacBook 3749,6.7763044690808965,47.549200322737995,22.54669589270741,10.930760321541861,64.52365681069334,3663,Disk Failure
HP ZenBook 2188,36.06638818978062,43.14888111235655,75.5300473113641,18.35177931879956,50.76794993099153,4541,Overheating
HP Galaxy 2469,55.21353676717514,97.7890118975296,21.34863808405931,15.755162910583012,80.41871381852984,4961,Memory Leak
HP Aspire 3511,77.41022523561705,61.531558586580104,36.433745025024685,13.873563201774884,16.81260218637136,4921,Power Issue
HP Inspiron 7460,36.793488383189334,49.43794109985649,24.900882031443352,19.366503573626602,3.0059336920105206,4936,Power Issue
HP Galaxy 7625,99.31426115570173,71.05806877313235,72.76300520289823,16.76766139564804,43.24658853954079,3920,No Problem
HP MacBook 9603,27.76816660018252,52.41814685974761,78.1372182541632,19.163551052020026,73.74715737902805,1348,No Problem
HP Pavilion 3403,23.444471075525286,55.24778958855422,36.20404338940042,18.935880955123967,70.96375589520433,1667,Power Issue
HP Satellite 8207,23.25333621911718,46.25585195292795,78.73280992559677,16.74905001709879,29.8196853738228,3041,Disk Failure
HP Satellite 4286,31.7697518032942,9.972364453233418,71.56178828307817,13.891183630633975,28.916878351554587,3787,No Problem
HP Inspiron 4999,97.13423928695349,5.086748223267168,42.85545515606846,12.291719744295346,16.544523876756546,2290,Power Issue
HP Surface 4343,83.28096248172923,1.9295810303962657,48.166220331130035,16.500738508746654,80.04917323426167,3587,Memory Leak
HP Pavilion 5587,18.379869086842614,34.26560048391786,53.0038601066643,12.628594027030303,69.21641122958452,4191,Overheating
HP Galaxy 4342,62.901658315744726,3.8162476645484666,70.1942828696724,17.67991908832423,72.25997464387716,4878,Memory Leak
HP Aspire 7610,59.1422609496058,32.92628943326991,92.91476468698664,13.817116988981892,72.19615669366237,4093,Memory Leak
HP MacBook 5314,81.02772474134021,38.50525594044125,85.03267462773837,14.56590159821078,30.718824587504166,3765,Overheating
HP ZenBook 1006,94.31640696619507,31.902474628163002,71.1494634243364,12.64816798460889,19.354358117572446,4509,Power Issue
HP ZenBook 1087,73.98363724110857,51.80979084931998,63.36748548188082,13.79450028204505,11.044907609124744,2886,Disk Failure
HP Surface 8596,99.11130468149148,81.12931679361186,60.19499277320256,19.503352439468756,50.00866604333972,2488,Disk Failure
HP Satellite 1912,85.79113976979681,17.067729917404183,76.61777896055263,14.139942979795386,96.58083585594241,3370,Overheating
HP Satellite 7644,3.6236465146460173,73.31887234012568,67.04367823977535,16.171469082373907,95.07713115373677,3687,No Problem
HP Aspire 7507,14.669925707062959,44.00025391428994,70.64362612514117,18.181035717203095,66.67042315717372,3419,Disk Failure
HP MacBook 8273,73.77028009260044,79.04395387264861,48.15905757286038,15.528914460102403,95.70644981896629,2514,No Problem
HP Vaio 2941,53.71040462124338,41.07909339562278,33.830475383494786,12.48573817865497,69.2378117387985,1799,Overheating
HP Inspiron 1735,21.878950768250014,73.57338045396595,72.34134162100958,12.634204336166672,21.257565103847277,2348,Memory Leak
